,sLapDistance,xCarX,xCarY,aYaw,vCar,,,
00:21.9,554.9,-53.04,335.29,23.05,103.25,,,
00:21.9,556.32,-54.35,334.73,23.29,101.87,,,
00:22.0,557.73,-55.64,334.18,23.47,100.37,,,
00:22.0,559.11,-56.91,333.63,23.55,98.85,,,
00:22.1,560.47,-58.16,333.09,23.6,97.26,,,
00:22.1,561.81,-59.39,332.56,23.62,95.58,,,
00:22.1,563.13,-60.59,332.03,23.54,93.9,,,
00:22.2,564.42,-61.78,331.52,23.4,92.19,,,
00:22.3,565.69,-62.94,331.01,23.2,90.47,,,
00:22.3,566.93,-64.09,330.53,22.9,88.71,,,
00:22.4,568.15,-65.22,330.06,22.47,86.98,,,
00:22.4,569.35,-66.32,329.61,21.85,85.34,,,
00:22.5,570.53,-67.42,329.17,21.09,83.74,,,
00:22.5,571.68,-68.49,328.76,20.37,82.12,,,
00:22.6,572.81,-69.55,328.37,19.66,80.46,,,
00:22.6,573.91,-70.59,328.01,18.85,78.81,,,
00:22.7,575,-71.62,327.66,17.97,77.18,,,
00:22.7,576.06,-72.63,327.34,17.02,75.65,,,
00:22.8,577.1,-73.63,327.05,16.03,74.14,,,
00:22.8,578.12,-74.61,326.78,15.05,72.7,,,
00:22.9,579.12,-75.58,326.53,13.92,71.27,,,
00:22.9,580.1,-76.54,326.3,12.76,69.83,,,
00:23.0,581.06,-77.47,326.1,11.65,68.37,,,
00:23.0,582,-78.4,325.93,10.52,66.97,,,
00:23.1,582.92,-79.31,325.77,9.41,65.61,,,
00:23.1,583.83,-80.2,325.64,8.29,64.26,,,
00:23.1,584.71,-81.07,325.53,7.01,62.94,,,
00:23.2,585.58,-81.93,325.44,5.62,61.54,,,
00:23.2,586.42,-82.78,325.38,4.23,60.14,,,
00:23.3,587.25,-83.6,325.34,2.93,58.79,,,
00:23.3,588.06,-84.41,325.32,1.73,57.56,,,
00:23.4,588.85,-85.2,325.31,0.52,56.32,,,
00:23.5,589.63,-85.97,325.33,-0.74,54.99,,,
00:23.5,590.38,-86.73,325.36,-2.13,53.8,,,
00:23.6,591.13,-87.47,325.42,-3.64,52.86,,,
00:23.6,591.86,-88.19,325.49,-5.18,52.06,,,
00:23.6,592.58,-88.9,325.58,-6.71,51.28,,,
00:23.7,593.29,-89.6,325.69,-8.28,50.52,,,
00:23.8,593.99,-90.29,325.82,-9.97,49.92,,,
00:23.8,594.68,-90.96,325.97,-11.8,49.53,,,
00:23.8,595.37,-91.62,326.14,-13.79,49.27,,,
00:23.9,596.06,-92.28,326.34,-15.85,49.05,,,
00:23.9,596.74,-92.92,326.55,-17.89,48.84,,,
00:24.0,597.42,-93.55,326.79,-19.93,48.61,,,
00:24.0,598.1,-94.18,327.05,-22,48.36,,,
00:24.1,598.78,-94.78,327.34,-24.09,48.1,,,
00:24.1,599.45,-95.37,327.64,-26.28,47.84,,,
00:24.2,600.12,-95.95,327.97,-28.52,47.61,,,
00:24.2,600.78,-96.51,328.32,-30.73,47.38,,,
00:24.3,601.45,-97.06,328.68,-32.88,47.16,,,
00:24.4,602.11,-97.58,329.07,-35.01,46.92,,,
00:24.4,602.76,-98.09,329.47,-37.15,46.68,,,
00:24.4,603.41,-98.58,329.89,-39.33,46.45,,,
00:24.5,604.06,-99.05,330.33,-41.55,46.22,,,
00:24.6,604.71,-99.51,330.78,-43.82,45.99,,,
00:24.6,605.35,-99.94,331.25,-46.11,45.89,,,
00:24.6,606,-100.35,331.74,-48.38,46.13,,,
00:24.7,606.65,-100.75,332.24,-50.55,46.53,,,
00:24.8,607.3,-101.14,332.77,-52.56,46.98,,,
00:24.8,607.96,-101.51,333.31,-54.51,47.42,,,
00:24.8,608.63,-101.86,333.87,-56.48,47.86,,,
00:24.9,609.3,-102.19,334.45,-58.47,48.31,,,
00:24.9,609.98,-102.51,335.04,-60.51,48.8,,,
00:25.0,610.67,-102.82,335.65,-62.6,49.39,,,
00:25.1,611.36,-103.1,336.28,-64.68,50.07,,,
00:25.1,612.07,-103.37,336.93,-66.68,50.77,,,
00:25.1,612.78,-103.62,337.59,-68.66,51.54,,,
00:25.2,613.51,-103.85,338.27,-70.59,52.31,,,
00:25.3,614.25,-104.06,338.98,-72.36,53.11,,,
00:25.3,614.99,-104.26,339.69,-73.96,53.87,,,
00:25.4,615.75,-104.44,340.42,-75.48,54.63,,,
00:25.4,616.51,-104.6,341.17,-76.87,55.41,,,
00:25.5,617.29,-104.76,341.93,-78.15,56.23,,,
00:25.5,618.07,-104.9,342.7,-79.29,57.02,,,
00:25.6,618.87,-105.04,343.49,-80.26,57.82,,,
00:25.6,619.67,-105.17,344.28,-81.07,58.65,,,
00:25.6,620.49,-105.28,345.1,-81.77,59.53,,,
00:25.7,621.32,-105.4,345.92,-82.38,60.45,,,
00:25.8,622.17,-105.5,346.76,-82.85,61.37,,,
00:25.8,623.02,-105.61,347.61,-83.14,61.81,,,
00:25.9,623.88,-105.71,348.46,-83.19,61.81,,,
00:25.9,624.74,-105.81,349.3,-82.95,61.74,,,
00:25.9,625.59,-105.93,350.15,-82.35,61.54,,,
00:26.0,626.45,-106.06,350.99,-81.33,61.21,,,
00:26.1,627.3,-106.21,351.82,-79.93,60.85,,,
00:26.1,628.15,-106.39,352.64,-78.26,60.48,,,
00:26.1,628.99,-106.59,353.46,-76.45,60.03,,,
00:26.2,629.83,-106.82,354.25,-74.54,59.56,,,
00:26.3,630.66,-107.07,355.04,-72.53,59.05,,,
00:26.3,631.48,-107.36,355.8,-70.42,58.53,,,
00:26.3,632.3,-107.66,356.55,-68.3,58.03,,,
00:26.4,633.1,-107.99,357.28,-66.26,57.53,,,
00:26.5,633.9,-108.34,358,-64.33,57,,,
00:26.5,634.69,-108.71,358.69,-62.41,56.44,,,
00:26.5,635.47,-109.1,359.37,-60.35,55.87,,,
00:26.6,636.25,-109.51,360.02,-58.04,55.32,,,
00:26.6,637.02,-109.94,360.66,-55.51,54.86,,,
00:26.7,637.79,-110.39,361.27,-53.03,54.59,,,
00:26.8,638.55,-110.86,361.86,-50.89,54.35,,,
00:26.8,639.31,-111.35,362.43,-49.08,54.07,,,
00:26.8,640.06,-111.87,362.97,-47.3,53.78,,,
00:26.9,640.81,-112.4,363.5,-45.33,53.51,,,
00:26.9,641.55,-112.95,364,-43.2,53.28,,,
00:27.0,642.3,-113.51,364.47,-41.02,53.07,,,
00:27.1,643.04,-114.08,364.93,-38.94,52.86,,,
00:27.1,643.77,-114.67,365.37,-36.96,52.63,,,
00:27.1,644.5,-115.27,365.79,-34.97,52.39,,,
00:27.2,645.23,-115.88,366.18,-32.95,52.16,,,
00:27.2,645.96,-116.5,366.55,-30.96,52.01,,,
00:27.3,646.69,-117.13,366.9,-28.97,52.19,,,
00:27.4,647.42,-117.78,367.22,-27.04,52.58,,,
00:27.4,648.15,-118.45,367.53,-25.24,53.08,,,
00:27.4,648.9,-119.13,367.82,-23.48,53.71,,,
00:27.5,649.65,-119.83,368.1,-21.73,54.38,,,
00:27.6,650.41,-120.55,368.35,-20.01,55.1,,,
00:27.6,651.18,-121.28,368.59,-18.35,55.84,,,
00:27.6,651.97,-122.03,368.81,-16.69,56.62,,,
00:27.7,652.76,-122.79,369.02,-15.03,57.44,,,
00:27.8,653.57,-123.57,369.2,-13.43,58.28,,,
00:27.8,654.38,-124.37,369.37,-11.92,59.14,,,
00:27.8,655.21,-125.19,369.51,-10.49,60.05,,,
00:27.9,656.06,-126.02,369.64,-9.1,61,,,
00:28.0,656.91,-126.86,369.76,-7.7,61.94,,,
00:28.0,657.78,-127.72,369.85,-6.3,62.89,,,
00:28.0,658.66,-128.6,369.93,-4.93,63.83,,,
00:28.1,659.55,-129.49,369.99,-3.61,64.81,,,
00:28.1,660.46,-130.4,370.03,-2.22,65.8,,,
00:28.2,661.38,-131.32,370.04,-0.82,66.46,,,
00:28.2,662.31,-132.24,370.04,0.5,66.4,,,
00:28.3,663.23,-133.16,370.01,1.89,66.21,,,
00:28.4,664.15,-134.08,369.96,3.39,66.03,,,
00:28.4,665.06,-134.99,369.88,4.95,65.86,,,
00:28.5,665.98,-135.9,369.79,6.54,65.68,,,
00:28.5,666.89,-136.8,369.67,8.33,65.43,,,
00:28.6,667.79,-137.69,369.53,10.37,65.07,,,
00:28.6,668.7,-138.58,369.37,12.49,64.63,,,
00:28.6,669.59,-139.45,369.17,14.53,64.1,,,
00:28.7,670.48,-140.31,368.95,16.42,63.61,,,
00:28.7,671.37,-141.15,368.7,18.25,63.22,,,
00:28.8,672.24,-141.98,368.41,20.01,62.92,,,
00:28.9,673.12,-142.8,368.1,21.67,62.64,,,
00:28.9,673.99,-143.6,367.76,23.32,62.38,,,
00:29.0,674.86,-144.38,367.4,25.01,62.15,,,
00:29.0,675.72,-145.15,367.01,26.67,61.92,,,
00:29.1,676.58,-145.9,366.6,28.29,61.7,,,
00:29.1,677.44,-146.65,366.18,29.92,61.46,,,
00:29.1,678.29,-147.37,365.73,31.62,61.22,,,
00:29.2,679.14,-148.08,365.26,33.4,60.95,,,
00:29.3,679.99,-148.77,364.77,35.26,60.69,,,
00:29.3,680.83,-149.44,364.27,37.06,60.45,,,
00:29.3,681.67,-150.09,363.75,38.89,60.17,,,
00:29.4,682.51,-150.73,363.21,40.83,59.9,,,
00:29.5,683.34,-151.35,362.65,42.72,59.65,,,
00:29.5,684.17,-151.94,362.08,44.68,59.37,,,
00:29.5,684.99,-152.51,361.49,46.8,59.07,,,
00:29.6,685.82,-153.06,360.87,48.95,58.8,,,
00:29.6,686.64,-153.58,360.25,50.89,58.57,,,
00:29.7,687.45,-154.07,359.6,52.59,58.38,,,
00:29.7,688.26,-154.54,358.95,54.2,58.2,,,
00:29.8,689.07,-154.99,358.27,55.96,58.02,,,
00:29.9,689.88,-155.41,357.59,57.87,57.86,,,
00:29.9,690.69,-155.81,356.9,59.81,57.67,,,
00:30.0,691.49,-156.19,356.19,61.75,57.51,,,
00:30.0,692.29,-156.54,355.47,63.83,57.72,,,
00:30.1,693.1,-156.87,354.74,66.02,58.27,,,
00:30.1,693.92,-157.18,353.99,67.99,58.96,,,
00:30.1,694.75,-157.47,353.22,69.57,59.77,,,
00:30.2,695.58,-157.74,352.43,70.91,60.59,,,
00:30.3,696.43,-158,351.62,72.27,61.38,,,
00:30.3,697.29,-158.23,350.8,73.83,62.14,,,
00:30.4,698.16,-158.46,349.96,75.91,62.68,,,
00:30.4,699.03,-158.68,349.12,79.32,62.93,,,
00:30.5,699.91,-158.88,348.26,82.75,63.08,,,
00:30.5,700.78,-159.06,347.41,86.04,63.21,,,
00:30.6,701.65,-159.21,346.54,89.08,63.2,,,
00:30.6,702.52,-159.32,345.67,91.9,63.18,,,
00:30.6,703.39,-159.4,344.8,94.43,63.07,,,
00:30.7,704.25,-159.45,343.92,96.59,62.99,,,
00:30.7,705.12,-159.49,343.05,98.18,63.06,,,
00:30.8,705.99,-159.5,342.17,98.96,63.21,,,
00:30.9,706.87,-159.49,341.3,99.17,63.4,,,
00:30.9,707.76,-159.45,340.41,98.96,63.76,,,
00:30.9,708.65,-159.39,339.53,98.24,64.35,,,
00:31.0,709.55,-159.3,338.63,97.32,65.12,,,
00:31.0,710.46,-159.2,337.73,96.91,66.05,,,
00:31.1,711.38,-159.09,336.81,97.12,66.94,,,
00:31.2,712.32,-158.97,335.88,97.7,67.86,,,
00:31.2,713.27,-158.83,334.95,98.38,68.77,,,
00:31.2,714.23,-158.68,334,98.98,69.63,,,
00:31.3,715.2,-158.52,333.04,99.47,70.53,,,
00:31.4,716.19,-158.35,332.07,99.91,71.57,,,
00:31.4,717.19,-158.17,331.08,100.32,72.85,,,
00:31.4,718.22,-157.98,330.08,100.83,74.26,,,
00:31.5,719.26,-157.78,329.05,101.52,75.67,,,
00:31.6,720.32,-157.56,328.02,102.36,77,,,
00:31.6,721.39,-157.32,326.97,103.16,78.26,,,
00:31.6,722.49,-157.07,325.9,103.86,79.52,,,
00:31.7,723.6,-156.81,324.82,104.44,80.77,,,
00:31.8,724.73,-156.53,323.72,104.92,82.03,,,
00:31.8,725.88,-156.24,322.61,105.22,83.45,,,
00:31.9,727.05,-155.93,321.48,105.35,84.98,,,
00:31.9,728.24,-155.62,320.33,105.38,86.48,,,
00:32.0,729.46,-155.3,319.17,105.41,87.93,,,
00:32.0,730.69,-154.97,317.98,105.54,89.34,,,
00:32.1,731.94,-154.64,316.78,105.79,90.7,,,
00:32.1,733.21,-154.29,315.56,106.07,92.06,,,
00:32.1,734.5,-153.94,314.32,106.28,93.5,,,
00:32.2,735.8,-153.57,313.06,106.42,94.92,,,
00:32.2,737.13,-153.2,311.79,106.48,96.18,,,
00:32.3,738.47,-152.82,310.5,106.51,97.42,,,
00:32.4,739.84,-152.44,309.19,106.53,98.73,,,
00:32.4,741.22,-152.05,307.87,106.54,100.12,,,
00:32.5,742.62,-151.65,306.53,106.54,101.61,,,
00:32.5,744.04,-151.25,305.17,106.57,103.01,,,
00:32.5,745.48,-150.84,303.79,106.6,104.33,,,
00:32.6,746.94,-150.42,302.39,106.64,105.71,,,
00:32.6,748.42,-150,300.97,106.68,107,,,
00:32.7,749.91,-149.57,299.54,106.72,108.29,,,
00:32.7,751.42,-149.14,298.09,106.75,109.68,,,
00:32.8,752.96,-148.7,296.63,106.81,110.9,,,
00:32.8,754.5,-148.25,295.14,106.84,112.18,,,
00:32.9,756.07,-147.8,293.64,106.9,113.53,,,
00:33.0,757.66,-147.34,292.13,106.94,114.84,,,
00:33.0,759.26,-146.87,290.59,106.98,116.26,,,
00:33.0,760.89,-146.4,289.04,107.03,117.65,,,
00:33.1,762.53,-145.92,287.47,107.06,119.14,,,
00:33.2,764.2,-145.43,285.88,107.11,120.45,,,
00:33.2,765.88,-144.94,284.27,107.15,121.41,,,
00:33.2,767.57,-144.44,282.65,107.19,122.71,,,
00:33.3,769.28,-143.94,281.02,107.23,123.85,,,
00:33.3,771.01,-143.43,279.37,107.26,125.02,,,
00:33.4,772.76,-142.91,277.7,107.28,126.41,,,
00:33.5,774.52,-142.39,276.02,107.26,127.83,,,
00:33.5,776.31,-141.86,274.31,107.24,129.13,,,
00:33.5,778.11,-141.33,272.59,107.22,130.36,,,
00:33.6,779.93,-140.79,270.85,107.18,131.58,,,
00:33.6,781.76,-140.25,269.1,107.16,132.82,,,
00:33.7,783.62,-139.7,267.33,107.15,133.96,,,
00:33.8,785.48,-139.15,265.55,107.16,135.06,,,
00:33.8,787.37,-138.6,263.75,107.18,136.37,,,
00:33.9,789.27,-138.04,261.93,107.21,137.63,,,
00:33.9,791.19,-137.47,260.1,107.23,138.63,,,
00:34.0,793.12,-136.9,258.25,107.25,139.64,,,
00:34.0,795.07,-136.32,256.4,107.24,140.61,,,
00:34.0,797.03,-135.74,254.52,107.2,141.65,,,
00:34.1,799,-135.16,252.64,107.14,142.96,,,
00:34.1,801,-134.57,250.73,107.05,144.3,,,
00:34.2,803.01,-133.98,248.81,106.94,145.49,,,
00:34.2,805.04,-133.38,246.87,106.85,146.7,,,
00:34.3,807.08,-132.79,244.91,106.76,147.88,,,
00:34.3,809.14,-132.19,242.94,106.69,148.9,,,
00:34.4,811.22,-131.58,240.96,106.59,149.57,,,
00:34.5,813.3,-130.98,238.96,106.43,150.28,,,
00:34.5,815.39,-130.38,236.96,106.29,151.35,,,
00:34.6,817.5,-129.78,234.94,106.17,152.64,,,
00:34.6,819.63,-129.18,232.89,106.06,154,,,
00:34.6,821.78,-128.58,230.83,105.98,155.38,,,
00:34.7,823.95,-127.97,228.75,105.9,156.55,,,
00:34.8,826.13,-127.37,226.65,105.82,157.51,,,
00:34.8,828.32,-126.76,224.55,105.7,158.35,,,
00:34.8,830.53,-126.16,222.42,105.62,159.46,,,
00:34.9,832.74,-125.55,220.29,105.51,160.25,,,
00:35.0,834.98,-124.95,218.14,105.28,161.11,,,
00:35.0,837.22,-124.34,215.98,105.04,162.19,,,
00:35.0,839.48,-123.74,213.8,104.87,163.54,,,
00:35.1,841.76,-123.14,211.6,104.79,164.79,,,
00:35.2,844.06,-122.55,209.38,104.83,165.35,,,
00:35.2,846.35,-121.95,207.16,104.92,165.22,,,
00:35.3,848.64,-121.36,204.95,104.98,165.14,,,
00:35.3,850.94,-120.76,202.73,105.03,165.01,,,
00:35.3,853.23,-120.17,200.52,105.08,164.88,,,
00:35.4,855.52,-119.57,198.31,105.11,164.74,,,
00:35.5,857.81,-118.98,196.1,105.15,164.61,,,
00:35.5,860.09,-118.38,193.9,105.16,164.47,,,
00:35.5,862.37,-117.78,191.69,105.16,164.3,,,
00:35.6,864.65,-117.19,189.49,105.11,164.13,,,
00:35.7,866.93,-116.59,187.29,105.04,163.92,,,
00:35.7,869.21,-116,185.1,104.92,163.74,,,
00:35.7,871.48,-115.42,182.9,104.77,163.54,,,
00:35.8,873.75,-114.84,180.71,104.6,163.34,,,
00:35.9,876.02,-114.26,178.51,104.41,163.14,,,
00:35.9,878.28,-113.7,176.32,104.2,162.71,,,
00:36.0,880.54,-113.14,174.13,103.92,162.1,,,
00:36.0,882.78,-112.59,171.96,103.62,161.17,,,
00:36.1,885.01,-112.06,169.79,103.29,160.2,,,
00:36.1,887.23,-111.54,167.63,102.94,158.95,,,
00:36.1,889.43,-111.04,165.49,102.63,157.72,,,
00:36.2,891.61,-110.55,163.37,102.34,156.47,,,
00:36.2,893.77,-110.08,161.25,101.97,155.24,,,
00:36.3,895.92,-109.63,159.16,101.56,154,,,
00:36.3,898.05,-109.19,157.07,101.14,152.78,,,
00:36.4,900.17,-108.77,155,100.68,151.61,,,
00:36.5,902.26,-108.38,152.94,100.15,150.44,,,
00:36.5,904.35,-108,150.89,99.51,149.35,,,
00:36.6,906.41,-107.65,148.85,98.87,148.26,,,
00:36.6,908.47,-107.32,146.83,98.24,147.25,,,
00:36.6,910.5,-107.01,144.81,97.6,146.26,,,
00:36.7,912.53,-106.73,142.81,96.92,145.32,,,
00:36.7,914.54,-106.47,140.81,96.08,144.45,,,
00:36.8,916.54,-106.24,138.83,95.41,143.64,,,
00:36.8,918.53,-106.04,136.85,94.68,142.87,,,
00:36.9,920.51,-105.85,134.88,93.67,142.13,,,
00:37.0,922.48,-105.7,132.91,92.66,141.42,,,
00:37.0,924.44,-105.57,130.96,91.58,140.71,,,
00:37.0,926.39,-105.48,129.01,90.61,139.97,,,
00:37.1,928.32,-105.41,127.07,89.67,139.27,,,
00:37.2,930.25,-105.38,125.14,88.88,138.59,,,
00:37.2,932.17,-105.38,123.22,88.09,137.95,,,
00:37.3,934.08,-105.39,121.31,87.13,137.31,,,
00:37.3,935.98,-105.44,119.41,86.2,136.68,,,
00:37.4,937.88,-105.51,117.52,85.21,135.99,,,
00:37.4,939.76,-105.61,115.64,84.12,135.3,,,
00:37.5,941.63,-105.74,113.77,83.07,134.61,,,
00:37.5,943.5,-105.9,111.91,82.18,133.91,,,
00:37.5,945.35,-106.09,110.06,81.22,133.24,,,
00:37.6,947.2,-106.32,108.23,80.26,132.58,,,
00:37.6,949.03,-106.58,106.41,79.47,131.95,,,
00:37.7,950.86,-106.87,104.61,78.61,131.35,,,
00:37.7,952.68,-107.18,102.81,77.76,130.83,,,
00:37.8,954.5,-107.53,101.03,76.95,130.39,,,
00:37.9,956.3,-107.9,99.26,75.99,130.03,,,
00:37.9,958.11,-108.3,97.51,75.05,129.7,,,
00:38.0,959.9,-108.72,95.76,74.26,129.35,,,
00:38.0,961.7,-109.18,94.02,73.16,128.98,,,
00:38.1,963.49,-109.65,92.3,71.95,128.61,,,
00:38.1,965.27,-110.16,90.59,71.14,128.21,,,
00:38.2,967.05,-110.7,88.89,70.24,127.84,,,
00:38.2,968.82,-111.26,87.21,69.46,127.5,,,
00:38.2,970.59,-111.84,85.54,68.95,127.17,,,
00:38.3,972.35,-112.45,83.88,68.09,126.86,,,
00:38.4,974.11,-113.07,82.24,67.17,126.53,,,
00:38.4,975.86,-113.71,80.6,66.33,126.19,,,
00:38.5,977.61,-114.37,78.99,65.48,125.85,,,
00:38.5,979.35,-115.06,77.38,64.7,125.51,,,
00:38.6,981.09,-115.77,75.79,63.82,125.17,,,
00:38.6,982.83,-116.5,74.21,62.87,124.84,,,
00:38.6,984.56,-117.25,72.65,62.14,124.57,,,
00:38.7,986.29,-118.02,71.11,61.41,124.49,,,
00:38.8,988.02,-118.82,69.57,60.46,124.52,,,
00:38.8,989.75,-119.64,68.05,59.47,124.66,,,
00:38.8,991.48,-120.49,66.54,58.7,124.93,,,
00:38.9,993.22,-121.38,65.05,57.94,125.3,,,
00:39.0,994.96,-122.29,63.56,57.1,125.71,,,
00:39.0,996.71,-123.23,62.08,56.4,126.2,,,
00:39.0,998.47,-124.19,60.61,55.63,126.71,,,
00:39.1,1000.23,-125.17,59.15,54.44,127.24,,,
00:39.2,1002,-126.18,57.7,53.16,127.78,,,
00:39.2,1003.78,-127.22,56.25,52.13,128.32,,,
00:39.3,1005.56,-128.29,54.82,51.29,128.9,,,
00:39.3,1007.36,-129.38,53.4,50.5,129.48,,,
00:39.3,1009.16,-130.5,51.98,49.57,130.14,,,
00:39.4,1010.97,-131.64,50.58,48.5,130.86,,,
00:39.5,1012.79,-132.81,49.17,47.75,131.78,,,
00:39.5,1014.63,-134,47.78,47.22,132.68,,,
00:39.5,1016.48,-135.23,46.39,46.7,133.64,,,
00:39.6,1018.34,-136.48,45.01,46.22,134.68,,,
00:39.6,1020.22,-137.76,43.64,45.61,135.8,,,
00:39.7,1022.12,-139.08,42.28,44.74,136.89,,,
00:39.7,1024.02,-140.42,40.92,43.88,137.95,,,
00:39.8,1025.94,-141.78,39.56,43.05,138.84,,,
00:39.9,1027.88,-143.16,38.21,41.85,139.52,,,
00:39.9,1029.82,-144.57,36.87,40.73,140.45,,,
00:40.0,1031.78,-146,35.54,40.12,141.72,,,
00:40.0,1033.76,-147.47,34.22,39.67,142.89,,,
00:40.0,1035.75,-148.97,32.9,39.65,144.2,,,
00:40.1,1037.76,-150.49,31.58,40.05,145.11,,,
00:40.2,1039.77,-152.02,30.26,40.36,145.68,,,
00:40.2,1041.8,-153.56,28.95,40.31,146.34,,,
00:40.2,1043.84,-155.11,27.62,39.81,147.43,,,
00:40.3,1045.9,-156.69,26.31,38.94,148.72,,,
00:40.3,1047.98,-158.29,24.99,38.05,150.22,,,
00:40.4,1050.07,-159.93,23.68,37.47,151.5,,,
00:40.5,1052.18,-161.58,22.37,37.04,152.52,,,
00:40.5,1054.31,-163.26,21.06,36.64,153.59,,,
00:40.6,1056.45,-164.96,19.76,36.19,154.8,,,
00:40.6,1058.61,-166.68,18.46,35.61,156.04,,,
00:40.6,1060.78,-168.44,17.17,35.01,157.28,,,
00:40.7,1062.98,-170.21,15.88,34.51,158.43,,,
00:40.8,1065.18,-172.01,14.6,34.06,159.44,,,
00:40.8,1067.4,-173.82,13.32,33.76,160.43,,,
00:40.9,1069.64,-175.66,12.05,33.37,161.28,,,
00:40.9,1071.88,-177.51,10.78,32.88,162.16,,,
00:41.0,1074.14,-179.39,9.51,32.3,163.13,,,
00:41.0,1076.42,-181.28,8.26,31.79,164.33,,,
00:41.0,1078.71,-183.2,7.01,31.86,165.53,,,
00:41.1,1081.01,-185.15,5.77,32.11,166.34,,,
00:41.1,1083.32,-187.1,4.53,32.2,167.06,,,
00:41.2,1085.65,-189.06,3.28,32.24,168.3,,,
00:41.3,1088,-191.05,2.02,32.22,169.54,,,
00:41.3,1090.36,-193.04,0.76,32.17,170.74,,,
00:41.3,1092.74,-195.06,-0.51,32.1,171.89,,,
00:41.4,1095.14,-197.08,-1.78,32.04,173.05,,,
00:41.5,1097.55,-199.13,-3.07,31.99,174.16,,,
00:41.5,1099.97,-201.18,-4.35,31.95,175.13,,,
00:41.6,1102.41,-203.25,-5.65,31.93,176.3,,,
00:41.6,1104.87,-205.33,-6.95,31.95,177.52,,,
00:41.7,1107.35,-207.43,-8.26,32,178.76,,,
00:41.7,1109.84,-209.54,-9.59,32.06,179.88,,,
00:41.7,1112.34,-211.66,-10.92,32.13,180.91,,,
00:41.8,1114.86,-213.8,-12.26,32.2,181.95,,,
00:41.8,1117.4,-215.94,-13.61,32.29,182.92,,,
00:41.9,1119.95,-218.1,-14.97,32.43,184.05,,,
00:42.0,1122.51,-220.26,-16.34,32.54,185.28,,,
00:42.0,1125.09,-222.44,-17.72,32.6,186.18,,,
00:42.1,1127.68,-224.63,-19.12,32.72,187.03,,,
00:42.1,1130.29,-226.82,-20.52,32.86,188.12,,,
00:42.1,1132.91,-229.03,-21.94,32.98,189.25,,,
00:42.2,1135.54,-231.24,-23.37,33.08,190.33,,,
00:42.2,1138.19,-233.46,-24.81,33.15,191.36,,,
00:42.3,1140.86,-235.7,-26.26,33.2,192.28,,,
00:42.4,1143.53,-237.94,-27.72,33.25,192.65,,,
00:42.4,1146.21,-240.18,-29.18,33.3,192.44,,,
00:42.5,1148.88,-242.41,-30.65,33.29,192.25,,,
00:42.5,1151.54,-244.64,-32.11,33.29,192.09,,,
00:42.5,1154.21,-246.87,-33.58,33.29,191.89,,,
00:42.6,1156.87,-249.1,-35.04,33.29,191.72,,,
00:42.7,1159.54,-251.32,-36.5,33.31,191.53,,,
00:42.7,1162.19,-253.54,-37.96,33.34,191.34,,,
00:42.8,1164.85,-255.76,-39.42,33.36,191.16,,,
00:42.8,1167.5,-257.98,-40.88,33.38,190.97,,,
00:42.9,1170.16,-260.19,-42.34,33.4,190.78,,,
00:42.9,1172.81,-262.4,-43.8,33.42,190.59,,,
00:43.0,1175.45,-264.61,-45.26,33.43,190.43,,,
00:43.0,1178.09,-266.82,-46.71,33.46,190.22,,,
00:43.1,1180.73,-269.02,-48.17,33.49,189.96,,,
00:43.1,1183.37,-271.22,-49.62,33.51,189.71,,,
00:43.1,1186,-273.41,-51.08,33.53,189.45,,,
